agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
TRUE,2019-10-19T03:42:08.849Z,-1,1,-1,1998-02-05T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1973-01-01T00:00:00.000Z,1994-04-28T00:00:00.000Z,1185.14,0,0,TRUE,7,TRUE,100000,25000,1998,TRUE,1685,0,1185.14,91000,1,N,0,0,0,0,0,NA,119,0,0,TRUE,Flooding,0,0,515531,NA,"VIRGINIA BEACH, CITY OF",97,NA,1,100000,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23456,51810,51810045412,518100454121,36.7,-75.9,809fd96d-b3ec-405d-9162-23f3382b9f3e
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1999-08-21T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1973-01-01T00:00:00.000Z,1994-04-28T00:00:00.000Z,288.96,379.15,0,TRUE,7,TRUE,20000,5000,1999,TRUE,788,0,0,19400,1,N,879,0,379.15,0,0,NA,0,0,0,TRUE,NA,15000,0,515531,NA,"VIRGINIA BEACH, CITY OF",NA,NA,1,20000,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23456,51810,51810045412,518100454121,36.7,-75.9,2d77ce0b-dba8-4853-9483-b1d8227a8f11
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1999-09-16T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1973-01-01T00:00:00.000Z,1994-04-28T00:00:00.000Z,8823.18,0,0,TRUE,7,TRUE,20000,5000,1999,TRUE,9323,0,8823.18,16000,1,N,0,0,0,0,0,NA,627,0,0,TRUE,Hurricane Floyd,15000,0,515531,NA,"VIRGINIA BEACH, CITY OF",97,NA,1,20000,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23456,51810,51810045412,518100454121,36.7,-75.9,fe243427-894d-4540-a6fb-56e07978c416
TRUE,2020-01-22T16:55:53.194Z,2,1,9,1999-09-15T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,10.8,NA,2,TRUE,60,1,1974-07-01T00:00:00.000Z,1997-11-21T00:00:00.000Z,8363.46,0,0,TRUE,1,TRUE,172900,7900,1999,TRUE,9363,1,8363.46,143507,1,N,0,1,0,0,0,NA,626,0,0,TRUE,Hurricane Floyd,15000,0,370523,NA,"OAK ISLAND, TOWN OF",97,NA,1,172900,0,A,TRUE,0,NA,1,FALSE,NC,Currently Unavailable,28401,37019,37019020304,370190203042,33.9,-78.1,f7898f42-2632-4388-938c-e8ee700b2423
TRUE,2023-04-11T22:20:36.025Z,-1,1,8,2012-10-29T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1955-01-01T00:00:00.000Z,1996-05-18T00:00:00.000Z,95687.34,28800.48,0,TRUE,7,TRUE,250000,100000,2012,TRUE,96687,1,95687.34,324000,1,N,29800,1,28800.48,0,0,NA,306,0,0,TRUE,Hurricane Sandy,30000,0,365338,365338,"LONG BEACH, CITY OF",NA,NA,1,350000,0,A,TRUE,1,AE,0,FALSE,NY,Currently Unavailable,11561,36059,36059416600,360594166006,40.6,-73.7,ea0c160c-b200-4374-8241-b47fb8e84587
TRUE,2019-09-19T17:00:12.388Z,-1,1,9,1995-05-09T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1974-01-01T00:00:00.000Z,1993-07-28T00:00:00.000Z,2957.06,0,0,TRUE,1,TRUE,50000,40000,1995,TRUE,4589,9,2957.06,50000,1,N,0,9,0,0,0,NA,582,0,0,TRUE,Flooding,0,0,225203,225203,NEW ORLEANS/ORLEANS PARISH*,97,NA,1,0,0,A,TRUE,0,AE,1,FALSE,LA,Currently Unavailable,70131,22071,22071000615,220710006151,29.9,-90,56345155-39b0-47fa-8f0c-ed1094d71fd9
TRUE,2020-05-12T15:56:48.866Z,-1,1,8,2005-08-29T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1998-02-02T00:00:00.000Z,2004-05-29T00:00:00.000Z,24784.57,1826.61,0,TRUE,7,TRUE,75000,30000,2005,TRUE,25284,0,24784.57,74250,1,N,2327,0,1826.61,0,0,NA,653,0,0,TRUE,Hurricane Katrina,30000,0,280332,280332,"GAUTIER, CITY OF",NA,NA,1,75000,0,A,TRUE,4,AE,1,FALSE,MS,Currently Unavailable,39553,28059,28059041000,280590410003,30.4,-88.6,c3c721cd-f24a-44fc-a257-c79ec7125557
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2003-11-17T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1997-01-01T00:00:00.000Z,2003-04-06T00:00:00.000Z,21039.65,283.68,0,TRUE,7,TRUE,250000,60000,2003,TRUE,24104,0,21039.65,200000,1,N,783,0,283.68,0,0,NA,0,0,0,TRUE,NA,20000,0,480287,NA,HARRIS COUNTY*,NA,NA,1,250000,0,R,TRUE,0,NA,0,FALSE,TX,Currently Unavailable,77373,48201,48201241300,482012413003,30.1,-95.4,c601ea10-ff8d-4e62-9daf-7067799b5a58
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1995-10-05T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1985-01-01T00:00:00.000Z,1994-02-03T00:00:00.000Z,373.22,0,0,TRUE,1,TRUE,16500,26300,1995,TRUE,1728,9,373.22,16500,1,N,0,9,0,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,125158,NA,"DESTIN, CITY OF",97,NA,1,0,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32541,12091,12091023303,120910233032,30.4,-86.5,c48a6416-0129-4faf-ba2d-5f58b4275a71
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2012-10-25T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,3,TRUE,0,1,1962-01-01T00:00:00.000Z,2009-11-25T00:00:00.000Z,4563.79,0,0,TRUE,7,TRUE,100000,40000,2012,TRUE,5564,1,4563.79,195991,0,N,0,1,0,0,0,NA,0,0,0,TRUE,NA,30000,0,360903,NA,"BEDFORD, TOWN OF",20,NA,1,535817,0,A,TRUE,0,NA,1,FALSE,NY,Currently Unavailable,10549,36119,36119012700,361190127004,41.2,-73.7,43bf4f8e-c4a1-48f8-aa03-be3c4f3a5e13
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2005-01-09T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1961-07-01T00:00:00.000Z,1991-10-13T00:00:00.000Z,19606.24,3181.6,0,TRUE,7,TRUE,250000,100000,2005,TRUE,20106,0,19606.24,200000,1,N,4220,0,3181.6,0,0,NA,0,0,0,TRUE,NA,30000,0,060413,NA,VENTURA COUNTY *,NA,NA,1,250000,0,A,TRUE,0,NA,1,FALSE,CA,Currently Unavailable,93001,06111,06111001206,061110012061,34.3,-119.4,3711412c-e40b-4aa0-a53b-4d9e1f2d7002
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1999-03-19T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1967-01-01T00:00:00.000Z,1997-09-12T00:00:00.000Z,3903.85,0,0,TRUE,7,TRUE,250000,60000,1999,TRUE,4403,0,3903.85,170000,1,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,15000,0,480296,NA,"HOUSTON, CITY OF",97,NA,1,250000,0,A,TRUE,0,NA,1,FALSE,TX,Currently Unavailable,77079,48201,48201450200,482014502002,29.8,-95.6,8a4af79b-a478-476c-8ad1-d467781a1898
TRUE,2019-09-19T06:12:43.388Z,-1,1,-1,1996-09-06T00:00:00.000Z,TRUE,NA,0,6,AE,TRUE,-1,3.6,5.6,3,TRUE,50,1,2004-06-15T00:00:00.000Z,1991-11-13T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,175000,0,1996,TRUE,475,9,0,2610,1,N,0,0,0,0,0,NA,995,0,0,TRUE,Hurricane Fran,0,0,240026,NA,DORCHESTER COUNTY *,NA,01,1,0,0,A,TRUE,0,NA,1,FALSE,MD,Currently Unavailable,21613,24019,24019970702,240199707022,38.5,-76.1,d6055bb4-110e-4d54-8a2d-f176f90bf1fb
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2003-09-18T00:00:00.000Z,TRUE,NA,0,6,AE,TRUE,-1,3.6,5.6,3,TRUE,50,1,2004-06-15T00:00:00.000Z,1991-11-13T00:00:00.000Z,105225.28,0,30000,TRUE,1,TRUE,175000,0,2003,TRUE,178857,1,105225.28,178857,1,N,0,0,0,0,0,NA,174,0,0,TRUE,Hurricane Isabel,20000,30000,240026,NA,DORCHESTER COUNTY *,NA,NA,1,215000,0,A,TRUE,0,NA,1,FALSE,MD,Currently Unavailable,21613,24019,24019970702,240199707022,38.5,-76.1,c68262ca-3a52-45c1-81d7-513fd34b4058
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1998-09-11T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,4.2,NA,1,TRUE,10,1,1973-01-01T00:00:00.000Z,1996-06-26T00:00:00.000Z,2047.97,0,0,TRUE,1,TRUE,90000,10000,1998,TRUE,3047,1,2047.97,79200,1,N,0,1,0,0,0,NA,616,0,0,TRUE,Flooding,15000,0,481271,NA,"JAMAICA BEACH, CITY OF",97,NA,1,90000,0,A,TRUE,0,NA,1,FALSE,TX,Currently Unavailable,77554,48167,48167726100,481677261001,29.2,-95,a9762918-6175-41e0-9538-4a053f7daf00
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2003-07-15T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,4.2,NA,1,TRUE,10,1,1973-01-01T00:00:00.000Z,1996-06-26T00:00:00.000Z,6213.51,0,0,TRUE,1,TRUE,50000,10000,2003,TRUE,11213,5,6213.51,41000,1,N,0,5,0,0,0,NA,638,0,0,TRUE,Hurricane Claudette,30000,0,481271,NA,"JAMAICA BEACH, CITY OF",97,NA,1,50000,0,A,TRUE,0,NA,1,FALSE,TX,Currently Unavailable,77554,48167,48167726100,481677261001,29.2,-95,a856dd47-f95d-4033-9478-aaa0fec683d7
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2008-09-13T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,4.2,NA,1,TRUE,10,1,1973-01-01T00:00:00.000Z,1996-06-26T00:00:00.000Z,155000,0,0,TRUE,1,TRUE,155000,10000,2008,TRUE,159771,1,155000,170000,1,N,343,1,0,0,0,NA,668,0,0,TRUE,Hurricane Ike,30000,0,481271,NA,"JAMAICA BEACH, CITY OF",01,NA,1,190000,0,A,TRUE,2,NA,1,FALSE,TX,Currently Unavailable,77554,48167,48167726100,481677261001,29.2,-95,76d85f66-6b1c-45d4-83e0-7fdb17aa4fdc
TRUE,2019-10-19T03:42:08.849Z,-1,1,9,1996-10-07T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1968-01-01T00:00:00.000Z,1996-08-04T00:00:00.000Z,4485.77,0,0,TRUE,1,TRUE,200000,50000,1996,TRUE,5235,9,4485.77,200000,1,N,232,9,0,0,0,NA,595,0,0,TRUE,Hurricane Josephine,0,0,120114,NA,"TAMPA, CITY OF",01,NA,1,0,0,R,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,33629,12057,12057005900,120570059006,27.9,-82.5,f372efd4-c59b-4aa6-ad3f-b35dd4cd6717
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2009-04-13T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1995-01-01T00:00:00.000Z,2008-06-01T00:00:00.000Z,6121.54,0,0,TRUE,7,TRUE,250000,100000,2009,TRUE,6386,0,6121.54,502306,2,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,30000,0,130451,NA,DECATUR COUNTY*,97,NA,1,672576,0,R,TRUE,9,NA,0,FALSE,GA,Currently Unavailable,39817,13087,13087970200,130879702001,31,-84.6,7ea136c0-9c86-4732-95b6-ac9e288ea897
TRUE,2020-03-05T17:56:12.431Z,-1,1,8,2018-09-14T00:00:00.000Z,TRUE,NA,4,7,AE,TRUE,-1,6.4,10.7,2,TRUE,15,1,1991-01-01T00:00:00.000Z,1992-05-08T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,234300,57900,2018,TRUE,1115,F,0,177987,4,N,0,F,0,0,0,NA,687,0,0,TRUE,Hurricane Florence,30000,0,370279,370279,"ORIENTAL, TOWN OF",97,01,1,298909,0,A,TRUE,-2,AE,1,FALSE,NC,Currently Unavailable,28571,37137,37137950202,371379502021,35,-76.7,9dfa8047-97d3-48d7-86e4-62f9db3673b6
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1991-07-20T00:00:00.000Z,TRUE,NA,6,10,AE,TRUE,-1,NA,16,3,TRUE,10,1,1977-06-01T00:00:00.000Z,1986-03-18T00:00:00.000Z,1843.1,0,0,TRUE,1,TRUE,119500,7900,1991,TRUE,2542,0,1843.1,119500,4,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,0,0,345301,NA,"LONG BEACH, TOWNSHIP OF",97,NA,0,0,0,A,TRUE,1,NA,0,FALSE,NJ,Currently Unavailable,08008,34029,34029738100,340297381004,39.7,-74.2,4c5e4a29-c16c-4bb4-b951-6a311a40be5d
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2014-12-28T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1961-01-01T00:00:00.000Z,2002-06-06T00:00:00.000Z,2524.16,0,0,TRUE,7,TRUE,250000,100000,2014,TRUE,3409,1,2524.16,103601,4,N,450,1,0,0,0,NA,0,0,0,TRUE,NA,30000,0,130041,NA,CLAYTON COUNTY*,01,NA,1,281597,0,R,TRUE,-8,NA,1,FALSE,GA,Currently Unavailable,30236,13063,13063040614,130630406142,33.5,-84.3,5dc58a56-c243-4e34-a715-bed822639392
TRUE,2019-09-19T17:00:12.388Z,-1,1,-1,1995-10-04T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1981-01-01T00:00:00.000Z,1995-09-13T00:00:00.000Z,10558.06,1235,0,TRUE,1,TRUE,210000,100000,1995,TRUE,12278,0,10558.06,210000,1,N,1735,0,1235,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,120317,NA,WALTON COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32550,12131,12131950603,121319506035,30.4,-86.3,205490a1-c15d-4cf7-854d-00cf97b23690
TRUE,2023-02-20T22:45:47.261Z,1,1,-1,1992-12-11T00:00:00.000Z,TRUE,4,-1,NA,A,TRUE,-1,NA,NA,2,TRUE,0,1,1949-01-01T00:00:00.000Z,1992-03-25T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,50000,0,1992,TRUE,374,0,0,1695,1,N,0,0,0,0,0,NA,568,0,0,TRUE,December Storm - Nor'easter,0,0,360915,360915,"LARCHMONT, VILLAGE OF",NA,01,1,0,0,A,TRUE,0,A,1,FALSE,NY,Currently Unavailable,10538,36119,36119007100,361190071002,40.9,-73.8,c8c5c794-2a77-4fd7-be17-b3d2c1658d29
TRUE,2023-02-20T22:45:47.261Z,1,1,-1,1996-10-19T00:00:00.000Z,TRUE,4,-1,NA,A,TRUE,-1,NA,NA,2,TRUE,0,1,1949-01-01T00:00:00.000Z,1992-03-25T00:00:00.000Z,1223.17,0,0,TRUE,1,TRUE,11000,0,1996,TRUE,2174,9,1223.17,11000,1,N,0,0,0,0,0,NA,597,0,0,TRUE,Flooding,0,0,360915,360915,"LARCHMONT, VILLAGE OF",NA,NA,1,0,0,A,TRUE,0,A,1,FALSE,NY,Currently Unavailable,10538,36119,36119007100,361190071002,40.9,-73.8,88a4dca3-bfb2-4039-8d5b-882f6a9ca7cf
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1996-09-05T00:00:00.000Z,TRUE,NA,0,9,AE,TRUE,-1,NA,8.7,1,TRUE,0,1,1981-01-01T00:00:00.000Z,1991-04-22T00:00:00.000Z,9641.68,0,0,TRUE,1,TRUE,56000,0,1996,TRUE,11988,0,9641.68,56000,1,U,0,0,0,0,0,NA,592,0,0,TRUE,Hurricane Fran,0,0,370432,NA,"RIVER BEND, TOWN OF",NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,NC,Currently Unavailable,28562,37049,37049960404,370499604041,35.1,-77.1,496a298b-7a1a-4a05-95c3-7f67a0123407
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2012-10-29T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1966-01-01T00:00:00.000Z,2011-11-04T00:00:00.000Z,30091.15,31619.55,0,TRUE,P,TRUE,125000,50000,2012,TRUE,31091,1,30091.15,193702,1,N,69977,1,31619.55,0,0,NA,306,0,0,TRUE,Hurricane Sandy,30000,0,360467,NA,"HEMPSTEAD, TOWN OF",NA,NA,1,236264,0,A,TRUE,1,NA,1,FALSE,NY,Currently Unavailable,11572,36059,36059413400,360594134004,40.6,-73.6,ee7ddf29-5126-4cc2-9c60-f5473ad6e3ed
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1995-01-04T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1973-01-01T00:00:00.000Z,1993-03-09T00:00:00.000Z,1307.88,0,0,TRUE,1,TRUE,165000,0,1995,TRUE,2252,9,1307.88,165000,1,N,0,0,0,0,0,NA,967,0,0,TRUE,Flooding,0,0,060227,NA,"NEWPORT BEACH, CITY OF",NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,CA,Currently Unavailable,92663,06059,06059063500,060590635006,33.6,-117.9,3dcd1ac4-dba2-4c5b-a484-b0bec63f0a26
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2005-08-29T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,2,1973-01-01T00:00:00.000Z,1998-08-13T00:00:00.000Z,117300,0,0,TRUE,1,TRUE,117300,0,2005,TRUE,138516,1,117300,138516,1,N,0,0,0,0,0,NA,654,0,0,TRUE,Hurricane Katrina,30000,0,225203,NA,NEW ORLEANS/ORLEANS PARISH*,NA,NA,1,170300,0,A,TRUE,8,NA,0,FALSE,LA,Currently Unavailable,70127,22071,22071001744,220710017442,30,-90,669402cc-833e-4011-8f79-77dc94c7ef37
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1995-05-08T00:00:00.000Z,TRUE,3,0,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1961-01-01T00:00:00.000Z,1993-09-19T00:00:00.000Z,15693.94,3132.33,0,TRUE,1,TRUE,64000,30000,1995,TRUE,22833,3,15693.94,64000,1,N,5723,1,3132.33,0,0,NA,582,0,0,TRUE,Flooding,0,0,225199,NA,JEFFERSON PARISH*,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,LA,Currently Unavailable,70003,22051,22051023400,220510234002,30,-90.2,9b0cd616-c3cf-4f08-b135-9c18dbbace40
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2008-11-06T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1977-01-01T00:00:00.000Z,2008-11-05T00:00:00.000Z,404.76,0,0,TRUE,7,TRUE,250000,100000,2008,TRUE,905,0,404.76,165187,4,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,30000,0,530201,NA,"FERNDALE, CITY OF",20,NA,1,280529,0,A,TRUE,0,NA,1,FALSE,WA,Currently Unavailable,98248,53073,53073010501,530730105012,48.9,-122.6,b52b8272-2b38-4dfb-aa54-525c28f415aa
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2008-09-13T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1962-01-01T00:00:00.000Z,1990-09-18T00:00:00.000Z,10263.37,0,0,TRUE,1,TRUE,147200,23200,2008,TRUE,11263,1,10263.37,138524,2,N,417,1,0,0,0,NA,668,0,0,TRUE,Hurricane Ike,30000,0,485513,NA,"TAYLOR LAKE VILLAGE, CITY OF",01,NA,1,175000,0,A,TRUE,0,NA,1,FALSE,TX,Currently Unavailable,77586,48201,48201341400,482013414001,29.6,-95.1,11cff70f-6245-4f26-ba01-141836ead595
TRUE,2020-01-22T16:55:53.194Z,2,1,7,2004-09-15T00:00:00.000Z,TRUE,NA,-5,7,VE,TRUE,-1,1.5,1.5,3,TRUE,30,1,1989-01-01T00:00:00.000Z,1989-07-25T00:00:00.000Z,8858.52,0,0,TRUE,2,TRUE,110000,31500,2004,TRUE,12746,3,8858.52,88000,1,N,0,3,0,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120173,NA,OKALOOSA COUNTY *,97,NA,1,110000,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32578,12091,12091021102,120910211024,30.5,-86.5,ba30635e-3580-4f41-9bcf-d616d6e4e8f7
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1995-10-04T00:00:00.000Z,TRUE,3,1,5,AE,TRUE,-1,NA,5.6,1,TRUE,10,1,1920-07-15T00:00:00.000Z,1993-12-20T00:00:00.000Z,37944.5,0,0,TRUE,1,TRUE,103300,0,1995,TRUE,44096,0,37944.5,103300,1,N,0,0,0,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,120173,NA,OKALOOSA COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32578,12091,12091021102,120910211024,30.5,-86.5,19ac48c7-0260-4107-a237-ac88696a317e
TRUE,2020-01-22T16:55:53.194Z,-1,1,7,2004-09-15T00:00:00.000Z,TRUE,3,1,5,AE,TRUE,-1,NA,5.6,1,TRUE,10,1,1920-07-15T00:00:00.000Z,1993-12-20T00:00:00.000Z,97962.37,0,17794,TRUE,1,TRUE,151300,0,2004,TRUE,98462,0,97962.37,123200,1,N,0,0,0,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,17794,120173,NA,OKALOOSA COUNTY *,NA,NA,1,154000,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32578,12091,12091021102,120910211024,30.5,-86.5,f4b192a8-d43b-4d5b-a56a-93c813160638
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1997-04-20T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1979-01-01T00:00:00.000Z,1997-04-03T00:00:00.000Z,7360.77,1402.51,0,TRUE,7,TRUE,100000,25000,1997,TRUE,9528,0,7360.77,100000,1,N,2985,0,1402.51,0,0,NA,107,0,0,TRUE,Flooding,0,0,380033,NA,GRAND FORKS COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,ND,Currently Unavailable,58201,38035,38035011200,380350112005,47.9,-97,25933353-64ed-4145-bbcb-5c6f82b07b6a
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,1999-09-16T00:00:00.000Z,TRUE,NA,0,8,AE,TRUE,-1,NA,8,1,TRUE,10,1,1995-01-01T00:00:00.000Z,1995-09-08T00:00:00.000Z,271.99,741.97,0,TRUE,1,TRUE,160000,50000,1999,TRUE,771,0,271.99,128000,1,N,1241,0,741.97,0,0,NA,627,0,0,TRUE,Hurricane Floyd,15000,0,510001,NA,ACCOMACK COUNTY *,NA,NA,1,160000,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23358,51001,51001090700,510010907005,37.6,-75.9,c297d585-3fec-40a6-ac9e-f00a3def4db2
TRUE,2022-10-26T16:46:34.740Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,-6,10,VE,TRUE,7,5.3,4.1,2,TRUE,34,1,1999-01-01T00:00:00.000Z,1999-12-15T00:00:00.000Z,78040.78,0,0,TRUE,2,TRUE,250000,100000,2004,TRUE,89336,0,78040.78,200000,1,N,0,0,0,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120080,120080,ESCAMBIA COUNTY*,08,NA,1,250000,0,R,TRUE,0,VE,1,FALSE,FL,Currently Unavailable,32507,12033,12033002603,120330026032,30.3,-87.4,2fdf0338-1d3a-448e-8311-b595a3cba4ac
TRUE,2020-01-22T16:55:53.194Z,-1,1,7,1999-10-15T00:00:00.000Z,TRUE,3,1,8,A,TRUE,-1,NA,8.5,1,TRUE,0,1,1987-07-01T00:00:00.000Z,1987-10-23T00:00:00.000Z,2504.31,0,0,TRUE,1,TRUE,246300,69500,1999,TRUE,3004,0,2504.31,246300,1,N,0,0,0,0,0,NA,631,0,0,TRUE,Hurricane Irene,15000,0,120635,NA,MIAMI-DADE COUNTY*,97,NA,0,246300,0,R,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,33176,12086,12086008409,120860084091,25.6,-80.3,8f101b9d-3def-42c4-bf1d-2412f9b85400
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1999-08-23T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1969-01-01T00:00:00.000Z,1996-06-24T00:00:00.000Z,905.12,100,0,TRUE,7,TRUE,125000,30000,1999,TRUE,1405,0,905.12,105000,1,N,600,0,100,0,0,NA,622,0,0,TRUE,Flooding,15000,0,481560,NA,"OAK RIDGE NORTH, CITY OF",NA,NA,1,125000,0,A,TRUE,0,NA,0,FALSE,TX,Currently Unavailable,77386,48339,48339691800,483396918003,30.2,-95.4,1cbb2c62-94ce-4645-a08e-837cc544aa89
